t,y
0.563922764159619,5.004289340744055
5.094705355710549,4.8505190915826475
5.107180956716806,4.857070641268019
9.081933958814847,4.728983732012804
56.19593559703928,3.0748895928643782
62.72580402029793,2.9045120770474853
63.272430856551544,2.9430970605649756
64.84237413857063,2.897459774579594
67.12032347836549,2.823956604684596
72.30591432402966,2.661878270000226
77.14975943993774,2.579124867800225
107.65925787949094,1.9706570972470547
147.49689714789594,1.4286202584799184
169.99108493524272,1.1705078664678126
192.31378609427196,1.036095267409703
209.81857540585847,0.8265012243586459
213.08537846289633,0.8518303945958026
215.2782281448663,0.7942029422609787
236.77874409240218,0.6526972301470114
264.23490275780415,0.5379952501524399
265.5131680407983,0.4955082176665
272.04287512500815,0.4871423177329754
280.8375406455408,0.4941396041812487
282.53906882872684,0.42266796419903435
298.6982954905836,0.4452962514068665
298.7019350834008,0.38225635496331645
306.3009538112369,0.3571637696833942
339.91065142783316,0.3004119731979049
347.63519070066707,0.29157226799630975
353.5127412663894,0.28040258311739186
361.4015169214507,0.25918228861249254
363.81434873122,0.22082244128063383
370.8561621850992,0.21054048954785742
373.46159552341663,0.22249963258017877
408.3657179782444,0.15548515720906433
414.0608766130556,0.16892482423502703
414.12545095011575,0.23789497174230673
424.54275897355956,0.1596355489757749
430.8344267098584,0.12380738642465186
439.00691345514264,0.19058665321913282
451.34215628031137,0.11088453590551922
473.9755980367518,0.08386190163887192
474.08041332327224,0.08468074952510236
483.75211968579777,0.095402340364871
488.92951343910664,0.10796235216948562
493.74391317000334,0.16841702789066187
521.6565638255053,0.05317378363479296
542.9216311636158,0.06049128430879927
543.3580301512595,0.04808056089758745
551.1667474342296,0.04319917149524893
557.7586544266379,0.06483688523564235
568.0500568420867,0.07902304824650759
595.0340895252834,0.030136856241798987
605.6020825660545,0.09307251982495332
607.8484926317904,0.05598055302393559
609.3901049795613,0.10528245120661882
633.3296563257312,0.057301154273317126
642.4184796473893,0.05691821705886656
655.5373946803035,0.03838013200714029
668.0481276926224,0.03421370210450468
679.0819744049818,0.0387134992467134
695.5436138993533,0.04381652216147714
750.142074966289,0.03275281938857633
753.72100286186,0.06997784652057078
756.9559716887119,0.03740635684990222
762.4834454865418,0.01187143040410157
765.4695286032667,0.024263349305165376
768.0392072851421,0.0690790555262929
786.1854441548822,0.043735538116600775
803.4294389650366,0.060079192351565947
803.7788051497137,0.0843025448750043
813.4278319002362,0.019873240681998965
850.3394666810595,0.024281298894812824
858.7383749197628,0.0505607113070651
865.4989265101968,0.11464349962753757
868.8052169180861,0.06546191358024639
873.3211383584294,0.06073459469817388
876.7894426698741,0.06809966521693761
879.3850345160263,0.005347603872499034
880.4598962720962,0.012339820294442654
882.3339397147311,0.01115669308948003
892.3475724970318,0.09687432502762558
898.7452795176639,0.018054485984187636
908.0380813557023,0.004534947899371864
914.4870527922787,0.02053667441538226
915.9159731967103,0.00749980362470377
918.8003913038619,0.020193392122691434
929.7595699639618,0.12227827785822201
936.3697449258653,0.11527485844983203
936.8223504968814,0.059363918870818544
939.5069507471771,0.06472840766637648
953.0783189921609,0.019450988006000987
953.2962457416052,0.014254318467878412
955.1627943029101,0.028298723233437947
957.2651396542851,0.039482819277535726
975.3016622629939,0.03965400399248501
983.5036442053879,0.08566678818221012
985.3132408388649,0.08694731823747193
990.7771121630166,0.11627830308169215
992.3316704376215,0.05617852764035074
